StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q1.3_First.Click,Q1.3_Last.Click,Q1.3_Page.Submit,Q1.3_Click.Count,Q1.4_Browser,Q1.4_Version,Q1.4_Operating.System,Q1.4_Resolution,Q2.2,Q2.2_3_TEXT,Q162,Q161_1,Q161_2,Q161_3,Q161_4,Q161_5,Q161_6,Q161_7,Q161_9,Q161_8,Q161_0,Q161_0_TEXT,Q153,Q144,Q144_0_TEXT,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.9_5,Q2.9_6,Q2.9_7,Q2.9_8,Q2.9_9,Q2.9_9_TEXT,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,Q3.4_7,Q171,Q3.7_9,Q3.7_1,Q3.7_2,Q3.7_3,Q3.7_4,Q3.7_5,Q3.7_6,Q3.7_7,Q3.7_8,Q3.7_0,Q3.7_0_TEXT,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,Q3.6_5,Q3.6_6,Q3.6_7,Q4.2,Q157_6,Q157_1,Q157_3,Q157_2,Q157_100,Q157_0,Q157_0_TEXT,Q160_6,Q160_1,Q160_3,Q160_101,Q160_2,Q160_100,Q160_0,Q160_0_TEXT,Q4.7,Q4.7_0_TEXT,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_0,Q4.6_7_TEXT,Q4.6_0_TEXT,Q175,Q4.10,Q4.3,Q4.3_0_TEXT,Q4.4,Q164,Q165,Q167_1,Q167_2,Q167_3,Q167_6,Q167_4,Q167_0,Q167_4_TEXT,Q167_0_TEXT,Q169_1,Q169_2,Q169_3,Q169_4,Q169_5,Q169_6,Q169_7,Q6.3,Q170_1,Q170_2,Q170_3,Q170_4,Q170_5,Q170_6,Q170_7,Q6.5,Q3.8,Q3.8_0_TEXT,Q159_1,Q159_2,Q159_3,Q159_4,Q159_5,Q159_8,Q159_9,Q159_6,Q159_7,Q159_10,Q2.3,Q2.4,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.2_6,Q8.2_7,Q8.2_8,Q8.2_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q11.2,Q11.3,Q11.3_0_TEXT,Q11.4_1,Q11.4_2,Q11.4_3,Q11.4_4,Q11.4_5,Q11.4_6,Q11.4_0,Q11.4_8,Q11.4_0_TEXT,Q11.5,Q11.5_0_TEXT,Q11.7_1,Q11.7_2,Q11.7_3,Q11.7_4,Q11.7_5,Q11.7_6,Q11.7_7,Q11.7_8,Q11.7_0,Q11.7_9,Q11.7_0_TEXT,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q11.13_0_TEXT,Q12.1,rand,Q4.2...Parent.Topics,Q4.2...Topics,Q11.13_7_TEXT...Parent.Topics,Q11.13_7_TEXT...Topics,Participant ID
16/11/20 10:01,16/11/20 10:06,IP Address,100,298,TRUE,16/11/20 10:06,R_2rAwcVQxW4iJT5m,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,1.931,1.931,4.556,1,Chrome,86.0.4240.111,Windows NT 6.3,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 30 minutes,NA,Sometimes,7,2,5,16,17,NA,Few times a month,Once a day,Few times a day,Once a day,Few times a week,Few times a day,Few times a day,Few times a month,Few times a week,NA,Less than once a week,Few times a week,Once a day,Once a day,Few times a day,Once a day,Multiple times a week,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,messages,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,06-Oct,none,NA,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,N/A,N/A,none,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,none,Translate,NA,NA,Social media,NA,NA,NA,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Neither disagree, neither agree","Neither disagree, neither agree",Agree,Agree,Rather disagree,1993,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager,NA,"$20,000 to $29,999",More than 10 or All my life,3,Married,NA,none,6.07E+11,NA,NA,NA,NA,75
16/11/20 12:15,16/11/20 12:26,IP Address,100,683,TRUE,16/11/20 12:26,R_1fa1d83Xu4Kc4yB,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,5.216,5.216,8.005,1,Chrome,86.0.4240.193,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,Oct-19,Once in about 30 minutes,NA,Never,8,24,0,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,I don't let anyone touch my phone.,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Google Hangouts,NA,NA,NA,NA,NA,Other. (Please specify:),A little green light flashes on my phone.,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,NA,Yes,NA,Not at all concerned,01-Feb,It was adult language that a child (cousin) was able to read.,NA,NA,NA,NA,NA,Other. (Please specify:),NA,I was watching a video with a younger cousin and the notification popped up.,Somwhat unconcerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1988,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,Employed part time,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freelance, waiter",NA,"$10,000 to $19,999",More than 10 or All my life,1,Never Married,NA,NA,4.22E+11,NA,NA,NA,NA,76
16/11/20 12:31,16/11/20 12:42,IP Address,100,625,TRUE,16/11/20 12:42,R_27EbQkPARKYCOW0,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,2.057,2.057,3.9,1,Chrome,73.0.3683.86,Windows NT 6.1,1280x1024,Android,NA,Yes,NA,NA,Siblings,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Once in about 15 minutes,NA,Always,1,2,1,1,10,NA,Once a day,Few times a month,Few times a week,Few times a week,Few times a week,Once a day,Few times a week,Few times a week,Never,NA,Once a day,Multiple times a week,Once a day,Few times a week,Multiple times a week,Multiple times a week,Multiple times a week,NA,NA,NA,NA,Clear notifications,NA,NA,Change accessibility settings,NA,NA,NA,NA,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,whatsapp,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 24 hours,NA,NA,NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,03-May,bad photo and videos,NA,NA,I forgot to take appropriate actions to silence the notification.,"I was screen casting / projecting the device display to others (e.g., in a presentation) when the notification popped up on screen.",NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,NA,Somwhat concerned,Extremely concerned,Neither concerned nor unconcerned,Somwhat unconcerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,NA,Translate,NA,Instant messaging,NA,NA,NA,Banking and payments,Health and fitness,Dating,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rather agree,"Neither disagree, neither agree",Rather agree,Rather agree,"Neither disagree, neither agree",1994,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manager,NA,"$70,000 to $79,999",More than 10 or All my life,4,Married,NA,very interesting way,4.24E+11,NA,NA,NA,NA,77
16/11/20 13:13,16/11/20 13:19,IP Address,100,349,TRUE,16/11/20 13:19,R_1pxJWnVF4yiloxp,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,3.266,3.266,5.092,1,Chrome,84.0.4147.125,Windows NT 6.3,1364x768,Android,NA,Yes,Parents,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Once in about 1 hour,NA,Sometimes,2,2,4,2,4,NA,Once a day,Once a day,Once a day,Few times a day,Few times a week,Once a day,Few times a week,Few times a week,Few times a week,home,Multiple times a day,Once a day,Few times a day,Multiple times a day,Few times a day,Once a day,Few times a day,NA,NA,NA,NA,NA,NA,NA,Change accessibility settings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whatspp,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,NA,Cleared it from the notification center/ drawer,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,06-Oct,nothing,NA,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,bad,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,NA,Translate,NA,NA,Social media,NA,E-mail,NA,Health and fitness,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Rather agree,Agree,Rather agree,"Neither disagree, neither agree",Rather agree,1976,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manager,NA,"$70,000 to $79,999",More than 10 or All my life,4,Married,NA,nice,7.92E+11,NA,NA,NA,NA,78
16/11/20 13:14,16/11/20 13:27,IP Address,100,813,TRUE,16/11/20 13:27,R_2E5fM8ztnW5dtjM,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,8.47,8.47,10.23,1,Chrome,86.0.4240.193,Macintosh,1440x900,iOS (iPhone),NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 12 hours,NA,Always,0,1,0,0,0,NA,Never,Never,Never,Few times a month,Few times a month,Few times a week,Never,Few times a month,Never,N/A,N/A,Never,Never,Never,Never,Never,Never,NA,NA,NA,NA,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,Check all the applications used by the person,NA,NA,N/A,Never,Never,Never,Always,Never,N/A,what's app,NA,NA,NA,NA,NA,NA,NA,Lock Screen,NA,Banner (permanently),NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,More than 20,"Group chats are always annoying and they send a lot of notifications. It is distracting and irritating especially when you're busy. Also, some of the apps frequently send notifications and it's frustrating that I can not customize them.",NA,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,Other. (Please specify:),NA,Unable to customize notification settings,Somwhat concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Extremely concerned,NA,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,Always,Always,Always,Always,Always,I don't know,Always,Always,Never,When unlocked,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1988,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Computer programmer,NA,"$60,000 to $69,999",8,2,Never Married,NA,None,3.59E+11,NA,NA,NA,NA,79
16/11/20 13:46,16/11/20 13:57,IP Address,100,654,TRUE,16/11/20 13:57,R_3mfbDmsLw7ltvUQ,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,13.08,13.08,15.822,1,Chrome,84.0.4147.89,Windows NT 6.3,1364x768,Android,NA,Yes,Parents,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,20 -29,Once in about 30 minutes,NA,Sometimes,1,2,3,0,18,good,Once a day,Once a day,Few times a day,Few times a week,Few times a day,Once a day,Once a day,Once a day,Never,NA,Multiple times a day,Few times a day,Once a day,Multiple times a week,Once a day,N/A,Multiple times a day,NA,NA,NA,Close running applications,Clear notifications,Enable guest mode or second space,NA,NA,NA,NA,NA,NA,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,youtube,Lock Screen,Notification drawer,Floating notification,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Extremely concerned,NA,Yes,NA,Extremely concerned,01-Feb,nothing,I had given my phone to someone else when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,sometimes read notifications,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Extremely concerned,Somwhat concerned,Somwhat concerned,NA,Translate,NA,NA,NA,Calendar,E-mail,NA,Health and fitness,NA,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Rather agree,Agree,Agree,Rather agree,Agree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,compter technology,NA,"$10,000 to $19,999",More than 10 or All my life,4,Married,NA,good,6.52E+11,NA,NA,NA,NA,80
16/11/20 14:58,16/11/20 15:05,IP Address,100,383,TRUE,16/11/20 15:05,R_3GuZqnhLPVRHx0U,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,4.247,4.247,5.522,1,Edge,84.0.522.52,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 12 hours,NA,Most of the time,0,0,0,0,0,"I don't want my phone to not function at any point, and I didn't know there were notification management apps at all.",Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,N/A,Never,Never,Never,Never,Never,Never,Everyone has their own phone to use.,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gmail,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,It was an email from Google telling me I had done a thing I knew I did. It was innocuous.,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,NA,N/A,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Disagree,Disagree,Disagree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,NA,Employed part time,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self Employed Freelance,NA,"$10,000 to $19,999",More than 10 or All my life,1,Never Married,NA,N/A,6.44E+11,NA,NA,NA,NA,81
16/11/20 15:29,16/11/20 15:37,IP Address,100,506,TRUE,16/11/20 15:37,R_2ri5WVwkhWDESEk,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,3.539,3.539,5.192,1,Chrome,86.0.4240.111,Macintosh,1920x1080,iOS (iPhone),NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,0,Once in about 1 hour,NA,Always,8,16,0,0,1,"I usually have my phone on silent, and DND while working",Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,N/A,Never,Never,N/A,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,messenger,NA,NA,NA,NA,NA,NA,NA,Lock Screen,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat unconcerned,NA,Yes,NA,Somewhat unconcerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,Extremely concerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,I don't know,Always,Always,Never,Never,Never,Always,Always,Never,Never,Agree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1979,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,High school diploma,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,retail,NA,"$20,000 to $29,999",More than 10 or All my life,3,Never Married,NA,NA,7.75E+11,NA,NA,NA,NA,82
16/11/20 17:16,16/11/20 17:21,IP Address,100,339,TRUE,16/11/20 17:21,R_32MfNGTNtuX4Wep,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,2.238,3.593,5.976,2,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,iOS (iPhone),NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 1 hour,NA,Most of the time,0,10,7,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,n/a,Never,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kik,NA,NA,NA,NA,NA,NA,NA,NA,Notification center,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,Yes,NA,Not at all concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,When unlocked,When unlocked,When unlocked,Notification disabled,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,N/A,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1990,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,professor,NA,"$70,000 to $79,999",More than 10 or All my life,4,Married,NA,NA,2.46E+11,NA,NA,NA,NA,83
16/11/20 18:35,16/11/20 18:49,IP Address,100,884,TRUE,16/11/20 18:49,R_rpqNbuk9mNtD9o5,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,5.181,5.181,6.63,1,Chrome,86.0.4240.198,Windows NT 10.0,1368x912,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 3 hours,NA,Do not know,8,0,0,0,0,I have a do not disturb during sleep hours.,Never,Never,Never,Never,Never,Few times a month,Never,Never,Never,n/a,Less than once a week,N/A,Never,N/A,Never,Never,Never,I occasionally let my husband use it but would be uncomfortable with anyone else.,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Google (reminders),NA,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,NA,Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,"It was just a simple non-personal reminder, nothing embarrassing or such",No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,Completely unconcerned,N/A,NA,Somwhat unconcerned,Extremely concerned,Completely unconcerned,Somwhat unconcerned,Somwhat concerned,Completely unconcerned,N/A,I say things on social media I would not say at work.,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Rather disagree,Disagree,1988,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,retail,NA,"$10,000 to $19,999",More than 10 or All my life,2,Married,NA,NA,2.00E+11,NA,NA,NA,NA,84
17/11/20 1:59,17/11/20 2:08,IP Address,100,522,TRUE,17/11/20 2:08,R_1exGH11ySaQ0YnR,NA,NA,NA,NA,anonymous,EN,NA,I will provide my best answers.,17.259,18.73,19.329,2,Chrome,86.0.4240.193,Windows NT 10.0,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 1 hour,NA,Do not know,0,0,1,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youtube,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Rather agree,Disagree,Disagree,Disagree,Disagree,1984,Female,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Some college,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HR Manager,NA,"More than $100,000",More than 10 or All my life,2,Never Married,NA,NA,5.12E+11,NA,NA,NA,NA,85
18/11/20 19:48,18/11/20 22:48,IP Address,100,10801,TRUE,18/11/20 22:48,R_28Sx5ML3sXalB2M,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,297.406,297.406,298.395,1,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Android,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 3 hours,NA,Always,8,12,8,1,3,NA,Few times a week,Few times a month,Never,Few times a month,Few times a month,Few times a month,Few times a week,Few times a month,Never,None,N/A,N/A,Few times a week,Less than once a week,Few times a week,N/A,N/A,NA,NA,NA,NA,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,N/A,N/A,Sometimes,Sometimes,Sometimes,Always,Always,gmail,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 6 hours,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,Nov-20,I received a email from a colleague that popped up in my notifications when I had my sound on and was attending a formal dinner party and it went off during a speech.,NA,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,NA,Extremely concerned,Extremely concerned,Somwhat unconcerned,Extremely concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,1989,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,NA,NA,Unemployed looking for work,NA,NA,NA,NA,NA,NA,NA,NA,skilled laborer,NA,"Less than $10,000",More than 10 or All my life,1,Never Married,NA,no,1.39E+11,NA,NA,NA,NA,86
